nom_du_festival;envergure_territoriale;region_principale_de_deroulement;departement_principal_de_deroulement;commune_principale_de_deroulement;code_postal_de_la_commune_principale_de_deroulement;code_insee_commune;code_insee_epci_collage_en_valeur;libelle_epci_collage_en_valeur;numero_de_voie;type_de_voie_rue_avenue_boulevard_etc;nom_de_la_voie;adresse_postale;complement_d_adresse_facultatif;site_internet_du_festival;adresse_e_mail;decennie_de_creation_du_festival;annee_de_creation_du_festival;discipline_dominante;sous_categorie_spectacle_vivant;sous_categorie_musique;sous_categorie_musique_cnm;sous_categorie_cinema_et_audiovisuel;sous_categorie_arts_visuels_et_arts_numeriques;sous_categorie_livre_et_litterature;periode_principale_de_deroulement_du_festival;identifiant_agence_a;identifiant;identifiant_cnm;;;;;;;;;;;;;;;
Festival du livre jeunesse et famille;;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Villeneuve-Loubet;6270;6161;240600585;CA de Sophia Antipolis;;;;;;www.villeneuveloubet.fr;cab@villeneuveloubet.fr;2010 et après;2016;Livre, littérature;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_06161_7112;;;;;;;;;;;;;;;;
Festiv'azul;;Nouvelle-Aquitaine;Lot-et-Garonne;Villeneuve-sur-Lot;47300;47323;200023307;CA du Grand Villeneuvois;;;;;;www.festivazul.net;cie.operazul@gmail.com;2010 et après;2016;Musique;;Musiques actuelles;;;;;Saison (21 juin - 5 septembre);LA137;FEST_47323_7120;;;;;;;;;;;;;;;;
Caméras des Champs;;Grand Est;Meurthe-et-Moselle;Ville-sur-Yron;54800;54581;200070845;CC Orne Lorraine Confluences;;;;;;villesuryron.fr;cameradeshamps@free.fr;De 1990 à 1999;1998;Cinéma, audiovisuel;;;;Documentaire;;;Avant-saison (1er janvier - 20 juin);;FEST_54581_7132;;;;;;;;;;;;;;;;
Festival Les Virevoltés;Intercommunale;Normandie;Calvados;Vire;14500;14762;200068799;CC Intercom de la Vire au Noireau;;;;;;https://lesvirevoltes.org/;;De 1990 à 1999;1990;Spectacle vivant;Arts de la rue;;;;;;Saison (21 juin - 5 septembre);;FEST_14762_7160;;;;;;;;;;;;;;;;
Les Scènes sauvages;;Grand Est;Bas-Rhin;Wildersbach;67130;67531;246700306;CC de la Vallée de la Bruche;;;;;;www.les-scenes-sauvages.com;les.scenes.sauvages@gmail.com;2010 et après;2019;Spectacle vivant;Théâtre;;;;;;Saison (21 juin - 5 septembre);;FEST_67531_7213;;;;;;;;;;;;;;;;
Les sauts du loup;Départementale;Provence-Alpes-Côte d'Azur;;;#N/A;0;;#N/A;;;;;;http://www.les-sauts-du-loup.fr/html/festival/24e/24_festival_accueil.html;;De 1990 à 1999;;Musique;;Danse;;Musique traditionnelle;;;Avant-saison (1er janvier - 20 juin);;FEST__7255;;;;;;;;;;;;;;;;
3 jours et plus - festival du jeune théâtre amateur;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Aix-en-Provence;13621;13055;200054807;Métropole d'Aix-Marseille-Provence;;;;;;theatre-vitez.com/2016/07/festival-3-jours-et-plus-8/;theatre-vitez@univ-amu.fr;De 1980 à 1989;;Spectacle vivant;Théâtre;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_13055_33;;;;;;;;;;;;;;;;
Festival du film britannique et irlandais;Intercommunale;Corse;Corse-du-Sud;Ajaccio;20000;2A004;242010056;CA du Pays Ajaccien;;;;;;https://www.facebook.com/undermyscreen/;;De 2000 à 2009;2009;Cinéma, audiovisuel;;;;Fiction long métrage;;;Après-saison (6 septembre - 31 décembre);;FEST_2A004_88;;;;;;;;;;;;;;;;
Le Festival des petits cailloux;;Occitanie;Tarn;Albi;81000;81004;248100737;CA de l'Albigeois (C2A);;Chemin;De Gardes;Chemin De Gardes;Salle événementielle de Pratgraussals;http://www.albioccitana.org/fr/festival-les-petits-cailloux/projet.html;festivallespetitscailloux@gmail.com;2010 et après;2012;Spectacle vivant;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_81004_118;;;;;;;;;;;;;;;;
Effervescence;;Île-de-France;Val-de-Marne;Alfortville;94002;94002;200058006;Grand Paris Sud Est Avenir (T11);;;;;;;;;;Pluridisciplinaire;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_94002_142;;;;;;;;;;;;;;;;
Festival de l'Amitié;;Grand Est;Haut-Rhin;Altkrich;68130;68004;200066041;CC Sundgau;;;;;;http://festival-amitie.com/;ueberschlag.gilbert@neuf.fr;De 2000 à 2009;2006;Musique;;Chanson ou variété française, Musiques du monde, Variétés internationales, RnB, Hip-hop, rap, slam, Métal, hard rock, Pop, rock;;;;;Avant-saison (1er janvier - 20 juin);;FEST_68004_165;;;;;;;;;;;;;;;;
Festival BD d'Ambierle;Intercommunale;Auvergne-Rhône-Alpes;Loire;Ambierle;42800;42003;200035731;CA Roannais Agglomération;;;;;Salle de sports;http://villagedulivre.wixsite.com/ambierle;;2010 et après;2010;Livre, littérature;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_42003_174;;;;;;;;;;;;;;;;
Amiens Tout-monde;Intercommunale;Hauts-de-France;Somme;Amiens;80000;80021;248000531;CA Amiens Métropole;2;Place;Léon Gontier;2 Place Léon Gontier;CS 60631;www.maisondelaculture-amiens.com;j.araujo@mca-amiens.com;2010 et après;2018;Pluridisciplinaire;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_80021_184;;;;;;;;;;;;;;;;
Leitura Furiosa;Internationale;Hauts-de-France;Somme;Amiens;80000;80021;248000531;CA Amiens Métropole;2;Place;Léon Gontier;2 Place Léon Gontier;;http://www.assocardan.org/?cat=204;lectures@assocardan.org;De 1990 à 1999;1992;Livre, littérature;;;;;;Littérature performative;Avant-saison (1er janvier - 20 juin);;FEST_80021_193;;;;;;;;;;;;;;;;
Les Hivernales d'Anjou;;Pays de la Loire;Maine-et-Loire;Angers;49000;49007;244900015;CU Angers Loire Métropole;;;;;;www.festivaldanjou.com/hivernales;festivaldanjou@anjou-theatre.fr;Avant 1980;1950;Spectacle vivant;Théâtre;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_49007_220;;;;;;;;;;;;;;;;
Mars en Braconne;;Nouvelle-Aquitaine;Charente;Angoulême;16000;16015;200071827;CA du Grand Angoulême;;;;;;www.marsenbraconne.fr/;contact@grandangouleme.fr;De 2000 à 2009;2004;Spectacle vivant;Spectacle vivant pluridisciplinaire;;;;;;Avant-saison (1er janvier - 20 juin);LA421;FEST_16015_246;;;;;;;;;;;;;;;;
Festival du livre jeunesse d'annemasse;Intercommunale;Auvergne-Rhône-Alpes;Haute-Savoie;Annemasse;74100;74012;200011773;CA Annemasse-les Voirons-Agglomération;;;;;Hôtel de Ville;http://www.festivaldulivrejeunesseannemasse.blogspot.fr;;De 1990 à 1999;1994;Livre, littérature;;;;;;;Saison (21 juin - 5 septembre);;FEST_74012_273;;;;;;;;;;;;;;;;
Cineziq;;Occitanie;Hautes-Pyrénées;Argelès-Gazost;65400;65025;200070811;CC Pyrénées Vallées des Gaves;13;Route;D'aubisque;13 Route D'aubisque;;https://www.cineziq.com;cineziq@gmail.com;2010 et après;1996;Cinéma, audiovisuel;;;;Court métrage, Documentaire, Fiction long métrage;;;Avant-saison (1er janvier - 20 juin);;FEST_65025_322;;;;;;;;;;;;;;;;
Les fêtes de la danse;Intercommunale;Hauts-de-France;Pas-de-Calais;Arques;62510;62040;200069037;CA du Pays de Saint-Omer;3;Rue;Henri Ppuype;3 Rue Henri Ppuype;;labarcarolle.org;secretariatgeneral@labarcarolle.org;De 1990 à 1999;1990;Arts visuels, arts numériques;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_62040_366;;;;;;;;;;;;;;;;
Hors Jeu / en Jeu;;Nouvelle-Aquitaine;Gironde;Artigues-près-Bordeaux;33370;33013;243300316;Bordeaux Métropole;;;;;;http://horsjeuenjeu.blogspot.com/;c.bachelier@laligue33.org;De 2000 à 2009;2006;Spectacle vivant;Spectacle vivant pluridisciplinaire;;;;;;Après-saison (6 septembre - 31 décembre);LA302;FEST_33013_390;;;;;;;;;;;;;;;;
Temps de cirque dans l'Aude;;Occitanie;Aude;Aude;11000;#N/A;;#N/A;;;;;Adresse administrative : La Verrerie d’Alès – Pôle National Cirque Occitanie Pôle culturel et scientifique de Rochebelle 155 rue du Faubourg de Rochebelle;https://www.polecirqueverrerie.com/temps-de-cirque-dans-laude/;;Avant 1980;1974;Spectacle vivant;Arts du cirque;;;;;;Après-saison (6 septembre - 31 décembre);;FEST__446;;;;;;;;;;;;;;;;
Fête du livre d'Autun;Intercommunale;Bourgogne-Franche-Comté;Saône-et-Loire;Autun;71400;71014;200070530;CC du Grand Autunois Morvan;;;;;;https://www.lireenpaysautunois.fr/;;De 1990 à 1999;1998;Livre, littérature;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_71014_485;;;;;;;;;;;;;;;;
Les P'tites bobines;Intercommunale;Bourgogne-Franche-Comté;Yonne;Auxerre;89000;89024;200067114;CA de l'Auxerrois;1;Boulevard;Du 11 novembre;1 Boulevard Du 11 novembre;Cinéma CGR;https://www.auxerre.fr/Animee/Agenda-des-sorties/Cinema/Les-P-tites-Bobines;;2010 et après;2011;Cinéma, audiovisuel;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_89024_496;;;;;;;;;;;;;;;;
Gospel art in avignon;;Provence-Alpes-Côte d'Azur;Vaucluse;Avignon;84000;84007;248400251;CA du Grand Avignon (COGA);;;;;;www.gospelart.fr;sophyfourel@gmail.com;;;Musique;;Chant - Gospel;;;;;Avant-saison (1er janvier - 20 juin);;FEST_84007_525;;;;;;;;;;;;;;;;
Le totem;;Provence-Alpes-Côte d'Azur;Vaucluse;Avignon;84000;84007;248400251;CA du Grand Avignon (COGA);20;Avenue;Monclar;20 Avenue Monclar;Maison du théâtre pour enfants;WWW.LE-TOTEM.COM;festival@le-totem.com;De 1980 à 1989;1983;Spectacle vivant;Théâtre;;;;;;Saison (21 juin - 5 septembre);;FEST_84007_531;;;;;;;;;;;;;;;;
Les francophoniriques;;Provence-Alpes-Côte d'Azur;Vaucluse;Avignon;84000;84007;248400251;CA du Grand Avignon (COGA);;;;;;www.lesdoms.eu;info@lesdoms.eu;2010 et après;2016;Musique;;"Chanson ; cultures urbaines ; danse ; lecture publique (théâtre) ; slam / spoken word";;;;Avant-saison (1er janvier - 20 juin);;FEST_84007_535;43.9352448339, 4.84071572505;;;;;;;;;;;;
Drôle(S) de Festival;;Nouvelle-Aquitaine;Charente-Maritime;Aytré;17440;17028;241700434;CA de la Rochelle;;;;;;http://www.aytre.fr/;information@aytre.fr;2010 et après;2011;Spectacle vivant;Spectacle vivant pluridisciplinaire;;;;;;Après-saison (6 septembre - 31 décembre);LA92;FEST_17028_559;;;;;;;;;;;;;;;;
Festival du rire;Interrégionale;Occitanie;Hautes-Pyrénées;Bagnères-De-Bigorre;65200;65059;246500482;CC de la Haute-Bigorre;;Place;du Foirail;Place du Foirail;Halle Aux Grains;https://festival-du-rire.com/;;2010 et après;2016;Spectacle vivant;Humour;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_65059_566;;;;;;;;;;;;;;;;
Jazz à Barraux;Régionale;Auvergne-Rhône-Alpes;Isère;Barraux;38530;38027;200018166;CC Le Grésivaudan;39;Rue;de l'ancienne poste;39 Rue de l'ancienne poste;;jazzabarraux.fr;jazzabarraux@gmail.com;2010 et après;2018;Musique;;jazz, blues, Musiques du monde;;;;;Avant-saison (1er janvier - 20 juin);;FEST_38027_629;;;;;;;;;;;;;;;;
Ecritures des Amériques;interrégionale DOM Guadeloupe Guyane Martinique Réunion;Guadeloupe;Guadeloupe;Basse-Terre;97100;97105;249710070;CA Grand Sud Caraïbe;;Rue;Charles Houel;Rue Charles Houel;Médiathèque Caraïbe Bettino Lara;www.prixdesameriquesinsulaires.com;;2010 et après;2010;Livre, littérature;;;;;;?;Après-saison (6 septembre - 31 décembre);;FEST_97105_636;;;;;;;;;;;;;;;;
Libri mondi;;Corse;Haute-Corse;Bastia;20200;2B033;242000354;CA de Bastia;1;Place;Du donjon;1 Place Du donjon;;www.librimondi.com;Librimondi2b@gmail.com;2010 et après;2017;Livre, littérature;;;;;;Fiction;Après-saison (6 septembre - 31 décembre);;FEST_2B033_648;;;;;;;;;;;;;;;;
Val de Lire - Salon du livre jeunesse;Interdépartementale (45-41);Centre-Val de Loire;Loiret;Beaugency;45190;45028;200070183;CC des Terres du Val de Loire;59;Avenue;Vendôme;59 Avenue Vendôme;;https://valdelire.fr/;association@valdelire.fr;De 1980 à 1989;1985;Livre, littérature;;;;;;Bande dessinée, comics, manga, Fiction (roman, théâtre, etc.), Non-fiction (documentaire, autobiographie, essai, récit, etc.), Poésie, Album jeunesse;Avant-saison (1er janvier - 20 juin);;FEST_45028_674;;;;;;;;;;;;;;;;
Biberon;;Hauts-de-France;Oise;Beauvais;60000;60057;200067999;CA du Beauvaisis;8;Avenue;de Bourgogne;8 Avenue de Bourgogne;Association Culturelle Argentine;http://www.asca-asso.com/biberon-festival-2019/;;2010 et après;2015;Pluridisciplinaire;;;;;;;Saison (21 juin - 5 septembre);;FEST_60057_699;;;;;;;;;;;;;;;;
Biennale Éphémères;;Nouvelle-Aquitaine;Dordogne;Bergerac;24100;24037;200070647;CA Bergeracoise;;;;;;https://lesrivesdelart.com/biennales-ephemeres/;;De 2000 à 2009;2009;Arts visuels, arts numériques;;;;;;;Saison (21 juin - 5 septembre);Astre3;FEST_24037_743;;;;;;;;;;;;;;;;
Livres dans la boucle;;Bourgogne-Franche-Comté;Doubs;Besançon;25000;25056;242500361;CU Grand Besançon Métropole;;Place;de la Révolution;Place de la Révolution;;Livresdanslaboucle.fr;Communication@grandbesancon.fr;2010 et après;2016;Livre, littérature;;;;;;Rentrée littéraire littérature generale;Après-saison (6 septembre - 31 décembre);;FEST_25056_778;;;;;;;;;;;;;;;;
Jubil'à Jongle;;Nouvelle-Aquitaine;Gironde;Blanquefort;33290;33056;243300316;Bordeaux Métropole;;;;;;http://www.asphyxie.fr/;asphyxie33@yahoo.fr;De 2000 à 2009;2007;Spectacle vivant;Cirque;;;;;;Avant-saison (1er janvier - 20 juin);LA626;FEST_33056_847;;;;;;;;;;;;;;;;
Des Bulles à Bois-Colombes;;Île-de-France;Hauts-de-Seine;Bois- Colombes;92270;92009;200057990;Boucle Nord de Seine (T5);;;;;;;;;;Livre, littérature;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_92009_876;;;;;;;;;;;;;;;;
Dehors ! Rencontres de spectacles très vivants;;Auvergne-Rhône-Alpes;Drôme;Bourg-lès-Valence;26500;26058;200068781;CA Valence Romans Agglo;.;Route;De Châteauneuf sur Isère;. Route De Châteauneuf sur Isère;Ecole de l'Armailler;www.lesvertebrees.fr;dehors@lesvertebrees.fr;2010 et après;2011;Pluridisciplinaire;;;;;;;Saison (21 juin - 5 septembre);;FEST_26058_1002;;;;;;;;;;;;;;;;
Festival idéal;;Occitanie;Aude;Bram;11150;11049;200035707;CC Piège Lauragais Malepère;;Avenue;Clémenceau;Avenue Clémenceau;Parc Des Essarts;https://tunantes.fr/laboratoire/arts-et-sciences/festival-ideal;;2010 et après;;Spectacle vivant;Musique, lecture en musique;;;;;;avant-saison (1er janvier - 20 juin);;FEST_11049_1022;;;;;;;;;;;;;;;;
Jaune Moutarde;;Bourgogne-Franche-Comté;Nièvre;Brassy;58140;58037;200067890;CC Morvan Sommets et Grands Lacs;;Route;Saint Gervais;Route Saint Gervais;Salle des fêtes;https://labrassee.org/;labrassee@free.fr;2010 et après;2017;Pluridisciplinaire;;;;;;;Saison (21 juin - 5 septembre);;FEST_58037_1029;;;;;;;;;;;;;;;;
Obliques;;Bretagne;Finistère;Brest;29200;29019;242900314;Brest Métropole;;;12 rue Victor Eusen;12 rue Victor Eusen;Brest  Saint-Pierre;;contact@festival-obliques.fr;2010 et après;;Pluridisciplinaire;Théâtre, arts du conte, danse;;;Arts visuels;;;Après-saison (6 septembre - 31 décembre);;FEST_29019_1053;;;;;;;;;;;;;;;;
Biennale d'architecture et d'urbanisme de Caen Normandie;;Normandie;Calvados;Caen;14000;14118;200065597;CU Caen la Mer;;;;;;https://www.insitu-caen.com/;contact@lepavillon-caen.com;2010 et après;2011;Arts visuels, arts numériques;;;;;Architecture;;Après-saison (6 septembre - 31 décembre);;FEST_14118_1137;;;;;;;;;;;;;;;;
Festival Aspects des musiques d'aujourd'hui;;Normandie;Calvados;Caen;14000;14118;200065597;CU Caen la Mer;1;rue;du Carel;1 rue du Carel;;www.conservatoire-orchestre.caen.fr;billetterie-orchestre@caenlamer.fr;De 1980 à 1989;1982;Musique;;Musique contemporaine;;;;;Avant-saison (1er janvier - 20 juin);;FEST_14118_1139;;;;;;;;;;;;;;;;
Festival Chantiers communs;;Normandie;Calvados;Caen;14000;14118;200065597;CU Caen la Mer;;;;;;https://chantierscommuns.fr/;contact@territoirespionniers.fr;2010 et après;2018;Arts visuels, arts numériques;;;;;Architecture;;Avant-saison (1er janvier - 20 juin);;FEST_14118_1140;;;;;;;;;;;;;;;;
Festival Si cinéma;;Normandie;Calvados;Caen;14000;14118;200065597;CU Caen la Mer;;;;;Café des images;https://fr-fr.facebook.com/pages/category/Festival;;2010 et après;2018;Cinéma, audiovisuel;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_14118_1145;;;;;;;;;;;;;;;;
Surrealizm;;Occitanie;Aude;Carcassonne;11000;11069;200035715;CA Carcassonne Agglo;53;Rue;de Verdun;53 Rue de Verdun;;https://www.facebook.com/Surrealizmfestival/;;De 2000 à 2009;;Spectacle vivant;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_11069_1260;;;;;;;;;;;;;;;;
Festival N'amasse pas mousse;Départementale;Occitanie;Gers;Castera Verduzan;32410;32083;200066926;CA Grand Auch CSur de Gascogne;158;Chemin;De La Petite Pierre;158 Chemin De La Petite Pierre;32360 Jegun;https://www.ladepeche.fr/2021/09/10/namasse-pas-mousse-fete-ses-20-ans-9780569.php#:~:text=L'association%20La%20Petite%20Pierre,au%20samedi%2018%20septembre%202021.;contactpetitepierre@free.fr;De 1990 à 1999;1998;Spectacle vivant;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_32083_1319;;;;;;;;;;;;;;;;
Au Pays du Môme;;Pays de la Loire;Sarthe;Changé;72560;53054;200083392;CA Laval Agglomération;;;;;;https://www.paysdumome.com/editions-precedentes;;2010 et après;2010;Spectacle vivant;Théâtre;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_53054_1464;;;;;;;;;;;;;;;;
ChiFouMi festival;Régionale;Grand Est;Haute-Marne;Chevillon;52170;52123;200065666;CA de Saint-Diziers Der et Blaise;;;;;;ChiFouMi-festival.com;contact@chifoumi-festival.com;2010 et après;2016;Spectacle vivant;Arts de la rue;;;;;;Saison (21 juin - 5 septembre);;FEST_52123_1618;;;;;;;;;;;;;;;;
Kleg Festival;;Bretagne;Morbihan;Cléguérec;56480;56041;245614433;CC Pontivy Communauté;;;22 rue Théodore Huet;22 rue Théodore Huet;;en-arwen.com;en-arwen@wanadoo.fr;De 1980 à 1989;1986;Musique;;Musiques du monde, Musiques traditionnelles, Musiques électroniques, techno, Jazz, blues;;;;;Avant-saison (1er janvier - 20 juin);;FEST_56041_1653;;;;;;;;;;;;;;;;
Musiques démesurées;;Auvergne-Rhône-Alpes;Puy-de-Dôme;Clermont-Ferrand;63000;63113;246300701;Clermont Auvergne Métropole;3;Rue;Maréchal Joffre;3 Rue Maréchal Joffre;;http://musiquesdemesurees.net/;musiquesdemesurees@yahoo.fr;De 1990 à 1999;1999;Musique;;Musique contemporaine;;;;;Après-saison (6 septembre - 31 décembre);;FEST_63113_1687;;;;;;;;;;;;;;;;
Raok l'Hand;;Bretagne;Finistère;Clohars-Carnoët;29360;29031;242900694;CA Quimperlé Communauté;;;Au Pouldu;Au Pouldu;;;;De 2000 à 2009;;Musique;;;;;;;Saison (21 juin - 5 septembre);;FEST_29031_1703;;;;;;;;;;;;;;;;
Grand Bastringue de Cluny;Départementale;Bourgogne-Franche-Comté;Saône-et-Loire;Cluny;71250;71137;200040293;CC du Clunisois;20;Route;de Paris;20 Route de Paris;;www.grandbastringue.com;;De 2000 à 2009;2006;Musique;;;;;;;Saison (21 juin - 5 septembre);;FEST_71137_1713;;;;;;;;;;;;;;;;
Palais en jazz;Départementale;Hauts-de-France;Oise;Compiègne;60200;60159;200067965;CA de la Région de Compiègne et de la Basse Automne;;Place;du Général de Gaulle;Place du Général de Gaulle;Palais de Compiègne;http://palaisenjazz.com/fr;contact@palaisenjazz.com;2010 et après;2012;Musique;;Jazz, Blues;;;;;Saison (21 juin - 5 septembre);;FEST_60159_1775;;;;;;;;;;;;;;;;
La transverse fait son festival !;Intercommunale;Bourgogne-Franche-Comté;Nièvre;Corbigny;58800;58083;200067692;CC Tannay-Brinon-Corbigny;30;route;de Saint-Saulge;30 route de Saint-Saulge;;www.latransverse.com;coordination@latransverse.com;2010 et après;;Spectacle vivant;;;;;;;Saison (21 juin - 5 septembre);;FEST_58083_1816;;;;;;;;;;;;;;;;
Festival du Garage Théâtre;Départementale;Bourgogne-Franche-Comté;Nièvre;Cosne-Cours-sur-Loire;58200;58086;200067916;CC Cœur de Loire;235;Rue;des frères Gambon;235 Rue des frères Gambon;;facebook garage theatre;le.garage.theatre@gmail.com;2010 et après;;Spectacle vivant;;;;;;;Saison (21 juin - 5 septembre);;FEST_58086_1829;;;;;;;;;;;;;;;;
Les Soirées de Chazeron;;Auvergne-Rhône-Alpes;Puy-de-Dôme;Cournon-d'Auvergne;63800;63124;246300701;Clermont Auvergne Métropole;20;Place;De la Perche;20 Place De la Perche;;http://soireesdechazeron.com/;contact@soireesdechazeron.com;De 1990 à 1999;;Musique;;classique;;;;;Saison (21 juin - 5 septembre);;FEST_63124_1851;;;;;;;;;;;;;;;;
Festival des 37;;Pays de la Loire;Mayenne;Craon;53400;53084;200048551;CC du Pays de Craon;;;;;;;l.mejean@hotmail.com>;2010 et après;2018;Cinéma, audiovisuel;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_53084_1868;;;;;;;;;;;;;;;;
Fête du livre de Cras-Morette-Poliénas;Intercommunale;Auvergne-Rhône-Alpes;Isère;Cras;38210;38137;200070431;CC Saint-Marcellin Vercors Isère Communauté;;;;;Salle des fêtes Cras;https://auvergnerhonealpes-livre-lecture.org/annuaires/manifestations/1718;;2010 et après;2014;Livre, littérature;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_38137_1871;;;;;;;;;;;;;;;;
Horse Field festival;;Auvergne-Rhône-Alpes;Métropole de Lyon;Curis-au-Mont-d'Or;69250;69071;200046977;Métropole de Lyon;;Rue;du Bois des cieux;Rue  du Bois des cieux;;https://fr-fr.facebook.com/horsefieldfestival/;;Avant 1980;;Musique;;Musiques amplifiées ou électroniques;;;;;Saison (21 juin - 5 septembre);;FEST_69071_1911;;;;;;;;;;;;;;;;
La Parenthèse musique;;Centre-Val de Loire;Indre;Cuzion;36190;36062;200068872;CC Éguzon - Argenton - Vallée de la Creuse;;;;;;https://lavalleedelacreuse.fr;;2010 et après;2015;Musique;;;;;;;Saison (21 juin - 5 septembre);;FEST_36062_1915;;;;;;;;;;;;;;;;
Festi Rues;Intercommunale;Bourgogne-Franche-Comté;Nièvre;Decize;58300;58095;200067700;CC Sud Nivernais;;;;;;www.ville-decize.fr;mairiedecize@wanadoo.fr;De 2000 à 2009;2006;Spectacle vivant;Arts de la rue;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_58095_1939;;;;;;;;;;;;;;;;
Entre cour et jardins;Régionale;Bourgogne-Franche-Comté;Côte-d'Or;Dijon;21000;21231;242100410;Dijon Métropole;6;Avenue;des Grésilles;6 Avenue des Grésilles;;http://art-danse.org/ // www.ledancing.com;frederic.seguette@ledancing.com // jeromine.berthier@ledancing.com;De 2000 à 2009;1999;Spectacle vivant;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_21231_1969;;;;;;;;;;;;;;;;
Itinéraires singuliers;Régionale;Bourgogne-Franche-Comté;Côte-d'Or;Dijon;21000;21231;242100410;Dijon Métropole;;;;;;https://www.itinerairessinguliers.com/festival.html;;De 2000 à 2009;2009;Pluridisciplinaire;"Théâtre ; Danse";;;;Peinture, sculpture;;Avant-saison (1er janvier - 20 juin);;47.3229437965, 5.03788805877;;;;;;;;;;;;;;;
Salon du livre jeunesse Crocmillivre;;Bourgogne-Franche-Comté;Côte-d'Or;Dijon;21000;21231;242100410;Dijon Métropole;5;Rue;Devosge;5 Rue Devosge;Salle Devosge;www.crocmillivre.com;grangier.communication@gmail.com;De 2000 à 2009;2008;Livre, littérature;;;;;;Jeunesse;Après-saison (6 septembre - 31 décembre);;FEST_21231_1992;;;;;;;;;;;;;;;;
Festival Films Courts Dinan;;Bretagne;Côtes-d'Armor;Dinan;22100;22050;200068989;CA Dinan Agglomération;;;14 promenade de la Fontaine des Eaux;14 promenade de la Fontaine des Eaux;;https://www.festivalfilmscourts.fr/;contact@festivalfilmscourts.fr;2010 et après;2017;Cinéma, audiovisuel;;;;Court métrage;;;Après-saison (6 septembre - 31 décembre);;FEST_22050_1999;;;;;;;;;;;;;;;;
